date,Combined Violent and Property Crime Offenses,msa_state,city,county,state,title,id,frequency,seasonal_adjustment
2020-01-01,5827.0,SC,Myrtle Beach,Horry County,SC,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Horry County, SC",FBITC045051,Annual,Not Seasonally Adjusted
2009-01-01,0.0,NY,New York,Hudson County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hudson County, NJ",FBITC034017,Annual,Not Seasonally Adjusted
2010-01-01,0.0,NY,New York,Hudson County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hudson County, NJ",FBITC034017,Annual,Not Seasonally Adjusted
2011-01-01,0.0,NY,New York,Hudson County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hudson County, NJ",FBITC034017,Annual,Not Seasonally Adjusted
2012-01-01,0.0,NY,New York,Hudson County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hudson County, NJ",FBITC034017,Annual,Not Seasonally Adjusted
2013-01-01,0.0,NY,New York,Hudson County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hudson County, NJ",FBITC034017,Annual,Not Seasonally Adjusted
2014-01-01,0.0,NY,New York,Hudson County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hudson County, NJ",FBITC034017,Annual,Not Seasonally Adjusted
2015-01-01,0.0,NY,New York,Hudson County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hudson County, NJ",FBITC034017,Annual,Not Seasonally Adjusted
2016-01-01,0.0,NY,New York,Hudson County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hudson County, NJ",FBITC034017,Annual,Not Seasonally Adjusted
2017-01-01,0.0,NY,New York,Hudson County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hudson County, NJ",FBITC034017,Annual,Not Seasonally Adjusted
2018-01-01,0.0,NY,New York,Hudson County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hudson County, NJ",FBITC034017,Annual,Not Seasonally Adjusted
2019-01-01,0.0,NY,New York,Hudson County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hudson County, NJ",FBITC034017,Annual,Not Seasonally Adjusted
2020-01-01,0.0,NY,New York,Hudson County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hudson County, NJ",FBITC034017,Annual,Not Seasonally Adjusted
2004-01-01,1214.0,TX,Dallas,Hunt County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunt County, TX",FBITC048231,Annual,Not Seasonally Adjusted
2005-01-01,992.0,TX,Dallas,Hunt County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunt County, TX",FBITC048231,Annual,Not Seasonally Adjusted
2006-01-01,1042.0,TX,Dallas,Hunt County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunt County, TX",FBITC048231,Annual,Not Seasonally Adjusted
2007-01-01,1124.0,TX,Dallas,Hunt County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunt County, TX",FBITC048231,Annual,Not Seasonally Adjusted
2008-01-01,1266.0,TX,Dallas,Hunt County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunt County, TX",FBITC048231,Annual,Not Seasonally Adjusted
2009-01-01,1218.0,TX,Dallas,Hunt County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunt County, TX",FBITC048231,Annual,Not Seasonally Adjusted
2010-01-01,1287.0,TX,Dallas,Hunt County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunt County, TX",FBITC048231,Annual,Not Seasonally Adjusted
2011-01-01,1298.0,TX,Dallas,Hunt County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunt County, TX",FBITC048231,Annual,Not Seasonally Adjusted
2012-01-01,1393.0,TX,Dallas,Hunt County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunt County, TX",FBITC048231,Annual,Not Seasonally Adjusted
2013-01-01,1027.0,TX,Dallas,Hunt County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunt County, TX",FBITC048231,Annual,Not Seasonally Adjusted
2014-01-01,1052.0,TX,Dallas,Hunt County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunt County, TX",FBITC048231,Annual,Not Seasonally Adjusted
2015-01-01,756.0,TX,Dallas,Hunt County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunt County, TX",FBITC048231,Annual,Not Seasonally Adjusted
2016-01-01,764.0,TX,Dallas,Hunt County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunt County, TX",FBITC048231,Annual,Not Seasonally Adjusted
2017-01-01,740.0,TX,Dallas,Hunt County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunt County, TX",FBITC048231,Annual,Not Seasonally Adjusted
2018-01-01,.,TX,Dallas,Hunt County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunt County, TX",FBITC048231,Annual,Not Seasonally Adjusted
2019-01-01,920.0,TX,Dallas,Hunt County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunt County, TX",FBITC048231,Annual,Not Seasonally Adjusted
2020-01-01,830.0,TX,Dallas,Hunt County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunt County, TX",FBITC048231,Annual,Not Seasonally Adjusted
2009-01-01,0.0,NY,New York,Hunterdon County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunterdon County, NJ",FBITC034019,Annual,Not Seasonally Adjusted
2010-01-01,0.0,NY,New York,Hunterdon County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunterdon County, NJ",FBITC034019,Annual,Not Seasonally Adjusted
2011-01-01,0.0,NY,New York,Hunterdon County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunterdon County, NJ",FBITC034019,Annual,Not Seasonally Adjusted
2012-01-01,0.0,NY,New York,Hunterdon County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunterdon County, NJ",FBITC034019,Annual,Not Seasonally Adjusted
2013-01-01,0.0,NY,New York,Hunterdon County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunterdon County, NJ",FBITC034019,Annual,Not Seasonally Adjusted
2014-01-01,0.0,NY,New York,Hunterdon County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunterdon County, NJ",FBITC034019,Annual,Not Seasonally Adjusted
2015-01-01,0.0,NY,New York,Hunterdon County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunterdon County, NJ",FBITC034019,Annual,Not Seasonally Adjusted
2016-01-01,0.0,NY,New York,Hunterdon County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunterdon County, NJ",FBITC034019,Annual,Not Seasonally Adjusted
2017-01-01,0.0,NY,New York,Hunterdon County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunterdon County, NJ",FBITC034019,Annual,Not Seasonally Adjusted
2018-01-01,0.0,NY,New York,Hunterdon County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunterdon County, NJ",FBITC034019,Annual,Not Seasonally Adjusted
2019-01-01,0.0,NY,New York,Hunterdon County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunterdon County, NJ",FBITC034019,Annual,Not Seasonally Adjusted
2020-01-01,0.0,NY,New York,Hunterdon County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Hunterdon County, NJ",FBITC034019,Annual,Not Seasonally Adjusted
2004-01-01,1664.0,TX,Dallas,Johnson County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Johnson County, TX",FBITC048251,Annual,Not Seasonally Adjusted
2005-01-01,1825.0,TX,Dallas,Johnson County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Johnson County, TX",FBITC048251,Annual,Not Seasonally Adjusted
2006-01-01,1566.0,TX,Dallas,Johnson County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Johnson County, TX",FBITC048251,Annual,Not Seasonally Adjusted
2007-01-01,1556.0,TX,Dallas,Johnson County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Johnson County, TX",FBITC048251,Annual,Not Seasonally Adjusted
2008-01-01,1466.0,TX,Dallas,Johnson County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Johnson County, TX",FBITC048251,Annual,Not Seasonally Adjusted
2009-01-01,1191.0,TX,Dallas,Johnson County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Johnson County, TX",FBITC048251,Annual,Not Seasonally Adjusted
2010-01-01,1207.0,TX,Dallas,Johnson County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Johnson County, TX",FBITC048251,Annual,Not Seasonally Adjusted
2011-01-01,1223.0,TX,Dallas,Johnson County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Johnson County, TX",FBITC048251,Annual,Not Seasonally Adjusted
2012-01-01,1222.0,TX,Dallas,Johnson County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Johnson County, TX",FBITC048251,Annual,Not Seasonally Adjusted
2013-01-01,1082.0,TX,Dallas,Johnson County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Johnson County, TX",FBITC048251,Annual,Not Seasonally Adjusted
2014-01-01,880.0,TX,Dallas,Johnson County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Johnson County, TX",FBITC048251,Annual,Not Seasonally Adjusted
2015-01-01,869.0,TX,Dallas,Johnson County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Johnson County, TX",FBITC048251,Annual,Not Seasonally Adjusted
2016-01-01,869.0,TX,Dallas,Johnson County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Johnson County, TX",FBITC048251,Annual,Not Seasonally Adjusted
2017-01-01,960.0,TX,Dallas,Johnson County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Johnson County, TX",FBITC048251,Annual,Not Seasonally Adjusted
2018-01-01,888.0,TX,Dallas,Johnson County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Johnson County, TX",FBITC048251,Annual,Not Seasonally Adjusted
2019-01-01,865.0,TX,Dallas,Johnson County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Johnson County, TX",FBITC048251,Annual,Not Seasonally Adjusted
2020-01-01,831.0,TX,Dallas,Johnson County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Johnson County, TX",FBITC048251,Annual,Not Seasonally Adjusted
2011-01-01,767.0,IL,Chicago,Kane County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kane County, IL",FBITC017089,Annual,Not Seasonally Adjusted
2012-01-01,584.0,IL,Chicago,Kane County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kane County, IL",FBITC017089,Annual,Not Seasonally Adjusted
2013-01-01,463.0,IL,Chicago,Kane County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kane County, IL",FBITC017089,Annual,Not Seasonally Adjusted
2014-01-01,462.0,IL,Chicago,Kane County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kane County, IL",FBITC017089,Annual,Not Seasonally Adjusted
2015-01-01,472.0,IL,Chicago,Kane County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kane County, IL",FBITC017089,Annual,Not Seasonally Adjusted
2016-01-01,591.0,IL,Chicago,Kane County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kane County, IL",FBITC017089,Annual,Not Seasonally Adjusted
2017-01-01,385.0,IL,Chicago,Kane County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kane County, IL",FBITC017089,Annual,Not Seasonally Adjusted
2018-01-01,299.0,IL,Chicago,Kane County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kane County, IL",FBITC017089,Annual,Not Seasonally Adjusted
2019-01-01,367.0,IL,Chicago,Kane County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kane County, IL",FBITC017089,Annual,Not Seasonally Adjusted
2020-01-01,0.0,IL,Chicago,Kane County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kane County, IL",FBITC017089,Annual,Not Seasonally Adjusted
2004-01-01,1873.0,TX,Dallas,Kaufman County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kaufman County, TX",FBITC048257,Annual,Not Seasonally Adjusted
2005-01-01,1716.0,TX,Dallas,Kaufman County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kaufman County, TX",FBITC048257,Annual,Not Seasonally Adjusted
2006-01-01,1750.0,TX,Dallas,Kaufman County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kaufman County, TX",FBITC048257,Annual,Not Seasonally Adjusted
2007-01-01,1964.0,TX,Dallas,Kaufman County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kaufman County, TX",FBITC048257,Annual,Not Seasonally Adjusted
2008-01-01,1913.0,TX,Dallas,Kaufman County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kaufman County, TX",FBITC048257,Annual,Not Seasonally Adjusted
2009-01-01,1850.0,TX,Dallas,Kaufman County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kaufman County, TX",FBITC048257,Annual,Not Seasonally Adjusted
2010-01-01,1526.0,TX,Dallas,Kaufman County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kaufman County, TX",FBITC048257,Annual,Not Seasonally Adjusted
2011-01-01,1394.0,TX,Dallas,Kaufman County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kaufman County, TX",FBITC048257,Annual,Not Seasonally Adjusted
2012-01-01,1257.0,TX,Dallas,Kaufman County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kaufman County, TX",FBITC048257,Annual,Not Seasonally Adjusted
2013-01-01,1098.0,TX,Dallas,Kaufman County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kaufman County, TX",FBITC048257,Annual,Not Seasonally Adjusted
2014-01-01,931.0,TX,Dallas,Kaufman County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kaufman County, TX",FBITC048257,Annual,Not Seasonally Adjusted
2015-01-01,802.0,TX,Dallas,Kaufman County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kaufman County, TX",FBITC048257,Annual,Not Seasonally Adjusted
2016-01-01,687.0,TX,Dallas,Kaufman County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kaufman County, TX",FBITC048257,Annual,Not Seasonally Adjusted
2017-01-01,784.0,TX,Dallas,Kaufman County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kaufman County, TX",FBITC048257,Annual,Not Seasonally Adjusted
2018-01-01,714.0,TX,Dallas,Kaufman County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kaufman County, TX",FBITC048257,Annual,Not Seasonally Adjusted
2019-01-01,893.0,TX,Dallas,Kaufman County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kaufman County, TX",FBITC048257,Annual,Not Seasonally Adjusted
2020-01-01,771.0,TX,Dallas,Kaufman County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kaufman County, TX",FBITC048257,Annual,Not Seasonally Adjusted
2010-01-01,462.0,IL,Chicago,Kendall County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kendall County, IL",FBITC017093,Annual,Not Seasonally Adjusted
2011-01-01,355.0,IL,Chicago,Kendall County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kendall County, IL",FBITC017093,Annual,Not Seasonally Adjusted
2012-01-01,353.0,IL,Chicago,Kendall County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kendall County, IL",FBITC017093,Annual,Not Seasonally Adjusted
2013-01-01,273.0,IL,Chicago,Kendall County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kendall County, IL",FBITC017093,Annual,Not Seasonally Adjusted
2014-01-01,251.0,IL,Chicago,Kendall County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kendall County, IL",FBITC017093,Annual,Not Seasonally Adjusted
2015-01-01,252.0,IL,Chicago,Kendall County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kendall County, IL",FBITC017093,Annual,Not Seasonally Adjusted
2016-01-01,258.0,IL,Chicago,Kendall County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kendall County, IL",FBITC017093,Annual,Not Seasonally Adjusted
2017-01-01,230.0,IL,Chicago,Kendall County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kendall County, IL",FBITC017093,Annual,Not Seasonally Adjusted
2018-01-01,187.0,IL,Chicago,Kendall County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kendall County, IL",FBITC017093,Annual,Not Seasonally Adjusted
2019-01-01,277.0,IL,Chicago,Kendall County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kendall County, IL",FBITC017093,Annual,Not Seasonally Adjusted
2020-01-01,0.0,IL,Chicago,Kendall County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kendall County, IL",FBITC017093,Annual,Not Seasonally Adjusted
2004-01-01,653.0,IL,Chicago,Kenosha County,WI,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenosha County, WI",FBITC055059,Annual,Not Seasonally Adjusted
2005-01-01,699.0,IL,Chicago,Kenosha County,WI,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenosha County, WI",FBITC055059,Annual,Not Seasonally Adjusted
2006-01-01,769.0,IL,Chicago,Kenosha County,WI,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenosha County, WI",FBITC055059,Annual,Not Seasonally Adjusted
2007-01-01,806.0,IL,Chicago,Kenosha County,WI,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenosha County, WI",FBITC055059,Annual,Not Seasonally Adjusted
2008-01-01,849.0,IL,Chicago,Kenosha County,WI,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenosha County, WI",FBITC055059,Annual,Not Seasonally Adjusted
2009-01-01,808.0,IL,Chicago,Kenosha County,WI,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenosha County, WI",FBITC055059,Annual,Not Seasonally Adjusted
2010-01-01,847.0,IL,Chicago,Kenosha County,WI,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenosha County, WI",FBITC055059,Annual,Not Seasonally Adjusted
2011-01-01,828.0,IL,Chicago,Kenosha County,WI,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenosha County, WI",FBITC055059,Annual,Not Seasonally Adjusted
2012-01-01,724.0,IL,Chicago,Kenosha County,WI,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenosha County, WI",FBITC055059,Annual,Not Seasonally Adjusted
2013-01-01,565.0,IL,Chicago,Kenosha County,WI,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenosha County, WI",FBITC055059,Annual,Not Seasonally Adjusted
2014-01-01,517.0,IL,Chicago,Kenosha County,WI,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenosha County, WI",FBITC055059,Annual,Not Seasonally Adjusted
2015-01-01,477.0,IL,Chicago,Kenosha County,WI,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenosha County, WI",FBITC055059,Annual,Not Seasonally Adjusted
2016-01-01,479.0,IL,Chicago,Kenosha County,WI,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenosha County, WI",FBITC055059,Annual,Not Seasonally Adjusted
2017-01-01,435.0,IL,Chicago,Kenosha County,WI,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenosha County, WI",FBITC055059,Annual,Not Seasonally Adjusted
2018-01-01,407.0,IL,Chicago,Kenosha County,WI,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenosha County, WI",FBITC055059,Annual,Not Seasonally Adjusted
2019-01-01,303.0,IL,Chicago,Kenosha County,WI,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenosha County, WI",FBITC055059,Annual,Not Seasonally Adjusted
2020-01-01,390.0,IL,Chicago,Kenosha County,WI,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenosha County, WI",FBITC055059,Annual,Not Seasonally Adjusted
2005-01-01,10.0,OH,Cincinnati,Kenton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenton County, KY",FBITC021117,Annual,Not Seasonally Adjusted
2006-01-01,6.0,OH,Cincinnati,Kenton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenton County, KY",FBITC021117,Annual,Not Seasonally Adjusted
2007-01-01,7.0,OH,Cincinnati,Kenton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenton County, KY",FBITC021117,Annual,Not Seasonally Adjusted
2008-01-01,7.0,OH,Cincinnati,Kenton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenton County, KY",FBITC021117,Annual,Not Seasonally Adjusted
2009-01-01,160.0,OH,Cincinnati,Kenton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenton County, KY",FBITC021117,Annual,Not Seasonally Adjusted
2010-01-01,212.0,OH,Cincinnati,Kenton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenton County, KY",FBITC021117,Annual,Not Seasonally Adjusted
2011-01-01,224.0,OH,Cincinnati,Kenton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenton County, KY",FBITC021117,Annual,Not Seasonally Adjusted
2012-01-01,241.0,OH,Cincinnati,Kenton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenton County, KY",FBITC021117,Annual,Not Seasonally Adjusted
2013-01-01,215.0,OH,Cincinnati,Kenton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenton County, KY",FBITC021117,Annual,Not Seasonally Adjusted
2014-01-01,193.0,OH,Cincinnati,Kenton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenton County, KY",FBITC021117,Annual,Not Seasonally Adjusted
2015-01-01,171.0,OH,Cincinnati,Kenton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenton County, KY",FBITC021117,Annual,Not Seasonally Adjusted
2016-01-01,152.0,OH,Cincinnati,Kenton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenton County, KY",FBITC021117,Annual,Not Seasonally Adjusted
2017-01-01,150.0,OH,Cincinnati,Kenton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenton County, KY",FBITC021117,Annual,Not Seasonally Adjusted
2018-01-01,128.0,OH,Cincinnati,Kenton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenton County, KY",FBITC021117,Annual,Not Seasonally Adjusted
2019-01-01,141.0,OH,Cincinnati,Kenton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenton County, KY",FBITC021117,Annual,Not Seasonally Adjusted
2020-01-01,126.0,OH,Cincinnati,Kenton County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kenton County, KY",FBITC021117,Annual,Not Seasonally Adjusted
2005-01-01,72.0,KS,Wichita,Kingman County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kingman County, KS",FBITC020095,Annual,Not Seasonally Adjusted
2006-01-01,85.0,KS,Wichita,Kingman County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kingman County, KS",FBITC020095,Annual,Not Seasonally Adjusted
2007-01-01,69.0,KS,Wichita,Kingman County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kingman County, KS",FBITC020095,Annual,Not Seasonally Adjusted
2008-01-01,58.0,KS,Wichita,Kingman County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kingman County, KS",FBITC020095,Annual,Not Seasonally Adjusted
2009-01-01,.,KS,Wichita,Kingman County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kingman County, KS",FBITC020095,Annual,Not Seasonally Adjusted
2010-01-01,54.0,KS,Wichita,Kingman County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kingman County, KS",FBITC020095,Annual,Not Seasonally Adjusted
2011-01-01,79.0,KS,Wichita,Kingman County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kingman County, KS",FBITC020095,Annual,Not Seasonally Adjusted
2012-01-01,75.0,KS,Wichita,Kingman County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kingman County, KS",FBITC020095,Annual,Not Seasonally Adjusted
2013-01-01,84.0,KS,Wichita,Kingman County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kingman County, KS",FBITC020095,Annual,Not Seasonally Adjusted
2014-01-01,44.0,KS,Wichita,Kingman County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kingman County, KS",FBITC020095,Annual,Not Seasonally Adjusted
2015-01-01,.,KS,Wichita,Kingman County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kingman County, KS",FBITC020095,Annual,Not Seasonally Adjusted
2016-01-01,73.0,KS,Wichita,Kingman County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kingman County, KS",FBITC020095,Annual,Not Seasonally Adjusted
2017-01-01,62.0,KS,Wichita,Kingman County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kingman County, KS",FBITC020095,Annual,Not Seasonally Adjusted
2018-01-01,72.0,KS,Wichita,Kingman County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kingman County, KS",FBITC020095,Annual,Not Seasonally Adjusted
2019-01-01,33.0,KS,Wichita,Kingman County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kingman County, KS",FBITC020095,Annual,Not Seasonally Adjusted
2020-01-01,79.0,KS,Wichita,Kingman County,KS,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Kingman County, KS",FBITC020095,Annual,Not Seasonally Adjusted
2010-01-01,1797.0,IL,Chicago,Lake County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Lake County, IL",FBITC017097,Annual,Not Seasonally Adjusted
2011-01-01,1856.0,IL,Chicago,Lake County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Lake County, IL",FBITC017097,Annual,Not Seasonally Adjusted
2012-01-01,1828.0,IL,Chicago,Lake County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Lake County, IL",FBITC017097,Annual,Not Seasonally Adjusted
2013-01-01,1695.0,IL,Chicago,Lake County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Lake County, IL",FBITC017097,Annual,Not Seasonally Adjusted
2014-01-01,1462.0,IL,Chicago,Lake County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Lake County, IL",FBITC017097,Annual,Not Seasonally Adjusted
2015-01-01,1152.0,IL,Chicago,Lake County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Lake County, IL",FBITC017097,Annual,Not Seasonally Adjusted
2016-01-01,1145.0,IL,Chicago,Lake County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Lake County, IL",FBITC017097,Annual,Not Seasonally Adjusted
2017-01-01,1149.0,IL,Chicago,Lake County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Lake County, IL",FBITC017097,Annual,Not Seasonally Adjusted
2018-01-01,.,IL,Chicago,Lake County,IL,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Lake County, IL",FBITC017097,Annual,Not Seasonally Adjusted
