date,Combined Violent and Property Crime Offenses,msa_state,city,county,state,title,id,frequency,seasonal_adjustment
2006-01-01,243.0,NY,New York,Essex County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Essex County, NJ",FBITC034013,Annual,Not Seasonally Adjusted
2007-01-01,.,NY,New York,Essex County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Essex County, NJ",FBITC034013,Annual,Not Seasonally Adjusted
2008-01-01,.,NY,New York,Essex County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Essex County, NJ",FBITC034013,Annual,Not Seasonally Adjusted
2009-01-01,0.0,NY,New York,Essex County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Essex County, NJ",FBITC034013,Annual,Not Seasonally Adjusted
2010-01-01,0.0,NY,New York,Essex County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Essex County, NJ",FBITC034013,Annual,Not Seasonally Adjusted
2011-01-01,0.0,NY,New York,Essex County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Essex County, NJ",FBITC034013,Annual,Not Seasonally Adjusted
2012-01-01,165.0,NY,New York,Essex County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Essex County, NJ",FBITC034013,Annual,Not Seasonally Adjusted
2013-01-01,42.0,NY,New York,Essex County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Essex County, NJ",FBITC034013,Annual,Not Seasonally Adjusted
2014-01-01,201.0,NY,New York,Essex County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Essex County, NJ",FBITC034013,Annual,Not Seasonally Adjusted
2015-01-01,168.0,NY,New York,Essex County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Essex County, NJ",FBITC034013,Annual,Not Seasonally Adjusted
2016-01-01,174.0,NY,New York,Essex County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Essex County, NJ",FBITC034013,Annual,Not Seasonally Adjusted
2017-01-01,123.0,NY,New York,Essex County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Essex County, NJ",FBITC034013,Annual,Not Seasonally Adjusted
2018-01-01,218.0,NY,New York,Essex County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Essex County, NJ",FBITC034013,Annual,Not Seasonally Adjusted
2019-01-01,266.0,NY,New York,Essex County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Essex County, NJ",FBITC034013,Annual,Not Seasonally Adjusted
2020-01-01,198.0,NY,New York,Essex County,NJ,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Essex County, NJ",FBITC034013,Annual,Not Seasonally Adjusted
2004-01-01,260.0,VA,Charlottesville,Fluvanna County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fluvanna County, VA",FBITC051065,Annual,Not Seasonally Adjusted
2005-01-01,245.0,VA,Charlottesville,Fluvanna County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fluvanna County, VA",FBITC051065,Annual,Not Seasonally Adjusted
2006-01-01,198.0,VA,Charlottesville,Fluvanna County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fluvanna County, VA",FBITC051065,Annual,Not Seasonally Adjusted
2007-01-01,233.0,VA,Charlottesville,Fluvanna County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fluvanna County, VA",FBITC051065,Annual,Not Seasonally Adjusted
2008-01-01,237.0,VA,Charlottesville,Fluvanna County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fluvanna County, VA",FBITC051065,Annual,Not Seasonally Adjusted
2009-01-01,226.0,VA,Charlottesville,Fluvanna County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fluvanna County, VA",FBITC051065,Annual,Not Seasonally Adjusted
2010-01-01,286.0,VA,Charlottesville,Fluvanna County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fluvanna County, VA",FBITC051065,Annual,Not Seasonally Adjusted
2011-01-01,227.0,VA,Charlottesville,Fluvanna County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fluvanna County, VA",FBITC051065,Annual,Not Seasonally Adjusted
2012-01-01,221.0,VA,Charlottesville,Fluvanna County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fluvanna County, VA",FBITC051065,Annual,Not Seasonally Adjusted
2013-01-01,219.0,VA,Charlottesville,Fluvanna County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fluvanna County, VA",FBITC051065,Annual,Not Seasonally Adjusted
2014-01-01,237.0,VA,Charlottesville,Fluvanna County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fluvanna County, VA",FBITC051065,Annual,Not Seasonally Adjusted
2015-01-01,220.0,VA,Charlottesville,Fluvanna County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fluvanna County, VA",FBITC051065,Annual,Not Seasonally Adjusted
2016-01-01,214.0,VA,Charlottesville,Fluvanna County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fluvanna County, VA",FBITC051065,Annual,Not Seasonally Adjusted
2017-01-01,173.0,VA,Charlottesville,Fluvanna County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fluvanna County, VA",FBITC051065,Annual,Not Seasonally Adjusted
2018-01-01,160.0,VA,Charlottesville,Fluvanna County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fluvanna County, VA",FBITC051065,Annual,Not Seasonally Adjusted
2019-01-01,193.0,VA,Charlottesville,Fluvanna County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fluvanna County, VA",FBITC051065,Annual,Not Seasonally Adjusted
2020-01-01,131.0,VA,Charlottesville,Fluvanna County,VA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fluvanna County, VA",FBITC051065,Annual,Not Seasonally Adjusted
2004-01-01,3803.0,TX,Houston,Fort Bend County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fort Bend County, TX",FBITC048157,Annual,Not Seasonally Adjusted
2005-01-01,4001.0,TX,Houston,Fort Bend County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fort Bend County, TX",FBITC048157,Annual,Not Seasonally Adjusted
2006-01-01,4161.0,TX,Houston,Fort Bend County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fort Bend County, TX",FBITC048157,Annual,Not Seasonally Adjusted
2007-01-01,3793.0,TX,Houston,Fort Bend County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fort Bend County, TX",FBITC048157,Annual,Not Seasonally Adjusted
2008-01-01,4951.0,TX,Houston,Fort Bend County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fort Bend County, TX",FBITC048157,Annual,Not Seasonally Adjusted
2009-01-01,5806.0,TX,Houston,Fort Bend County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fort Bend County, TX",FBITC048157,Annual,Not Seasonally Adjusted
2010-01-01,5336.0,TX,Houston,Fort Bend County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fort Bend County, TX",FBITC048157,Annual,Not Seasonally Adjusted
2011-01-01,5057.0,TX,Houston,Fort Bend County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fort Bend County, TX",FBITC048157,Annual,Not Seasonally Adjusted
2012-01-01,5202.0,TX,Houston,Fort Bend County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fort Bend County, TX",FBITC048157,Annual,Not Seasonally Adjusted
2013-01-01,4695.0,TX,Houston,Fort Bend County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fort Bend County, TX",FBITC048157,Annual,Not Seasonally Adjusted
2014-01-01,4867.0,TX,Houston,Fort Bend County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fort Bend County, TX",FBITC048157,Annual,Not Seasonally Adjusted
2015-01-01,5063.0,TX,Houston,Fort Bend County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fort Bend County, TX",FBITC048157,Annual,Not Seasonally Adjusted
2016-01-01,5177.0,TX,Houston,Fort Bend County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fort Bend County, TX",FBITC048157,Annual,Not Seasonally Adjusted
2017-01-01,4837.0,TX,Houston,Fort Bend County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fort Bend County, TX",FBITC048157,Annual,Not Seasonally Adjusted
2018-01-01,4805.0,TX,Houston,Fort Bend County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fort Bend County, TX",FBITC048157,Annual,Not Seasonally Adjusted
2019-01-01,5484.0,TX,Houston,Fort Bend County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fort Bend County, TX",FBITC048157,Annual,Not Seasonally Adjusted
2020-01-01,5692.0,TX,Houston,Fort Bend County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Fort Bend County, TX",FBITC048157,Annual,Not Seasonally Adjusted
2005-01-01,230.0,WA,Kennewick,Franklin County,WA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Franklin County, WA",FBITC053021,Annual,Not Seasonally Adjusted
2006-01-01,234.0,WA,Kennewick,Franklin County,WA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Franklin County, WA",FBITC053021,Annual,Not Seasonally Adjusted
2007-01-01,205.0,WA,Kennewick,Franklin County,WA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Franklin County, WA",FBITC053021,Annual,Not Seasonally Adjusted
2008-01-01,176.0,WA,Kennewick,Franklin County,WA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Franklin County, WA",FBITC053021,Annual,Not Seasonally Adjusted
2009-01-01,181.0,WA,Kennewick,Franklin County,WA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Franklin County, WA",FBITC053021,Annual,Not Seasonally Adjusted
2010-01-01,204.0,WA,Kennewick,Franklin County,WA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Franklin County, WA",FBITC053021,Annual,Not Seasonally Adjusted
2011-01-01,192.0,WA,Kennewick,Franklin County,WA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Franklin County, WA",FBITC053021,Annual,Not Seasonally Adjusted
2012-01-01,258.0,WA,Kennewick,Franklin County,WA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Franklin County, WA",FBITC053021,Annual,Not Seasonally Adjusted
2013-01-01,215.0,WA,Kennewick,Franklin County,WA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Franklin County, WA",FBITC053021,Annual,Not Seasonally Adjusted
2014-01-01,155.0,WA,Kennewick,Franklin County,WA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Franklin County, WA",FBITC053021,Annual,Not Seasonally Adjusted
2015-01-01,177.0,WA,Kennewick,Franklin County,WA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Franklin County, WA",FBITC053021,Annual,Not Seasonally Adjusted
2016-01-01,181.0,WA,Kennewick,Franklin County,WA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Franklin County, WA",FBITC053021,Annual,Not Seasonally Adjusted
2017-01-01,156.0,WA,Kennewick,Franklin County,WA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Franklin County, WA",FBITC053021,Annual,Not Seasonally Adjusted
2018-01-01,140.0,WA,Kennewick,Franklin County,WA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Franklin County, WA",FBITC053021,Annual,Not Seasonally Adjusted
2019-01-01,142.0,WA,Kennewick,Franklin County,WA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Franklin County, WA",FBITC053021,Annual,Not Seasonally Adjusted
2020-01-01,163.0,WA,Kennewick,Franklin County,WA,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Franklin County, WA",FBITC053021,Annual,Not Seasonally Adjusted
2005-01-01,17.0,OH,Cincinnati,Gallatin County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Gallatin County, KY",FBITC021077,Annual,Not Seasonally Adjusted
2006-01-01,26.0,OH,Cincinnati,Gallatin County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Gallatin County, KY",FBITC021077,Annual,Not Seasonally Adjusted
2007-01-01,32.0,OH,Cincinnati,Gallatin County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Gallatin County, KY",FBITC021077,Annual,Not Seasonally Adjusted
2008-01-01,34.0,OH,Cincinnati,Gallatin County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Gallatin County, KY",FBITC021077,Annual,Not Seasonally Adjusted
2009-01-01,19.0,OH,Cincinnati,Gallatin County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Gallatin County, KY",FBITC021077,Annual,Not Seasonally Adjusted
2010-01-01,23.0,OH,Cincinnati,Gallatin County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Gallatin County, KY",FBITC021077,Annual,Not Seasonally Adjusted
2011-01-01,102.0,OH,Cincinnati,Gallatin County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Gallatin County, KY",FBITC021077,Annual,Not Seasonally Adjusted
2012-01-01,82.0,OH,Cincinnati,Gallatin County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Gallatin County, KY",FBITC021077,Annual,Not Seasonally Adjusted
2013-01-01,77.0,OH,Cincinnati,Gallatin County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Gallatin County, KY",FBITC021077,Annual,Not Seasonally Adjusted
2014-01-01,68.0,OH,Cincinnati,Gallatin County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Gallatin County, KY",FBITC021077,Annual,Not Seasonally Adjusted
2015-01-01,47.0,OH,Cincinnati,Gallatin County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Gallatin County, KY",FBITC021077,Annual,Not Seasonally Adjusted
2016-01-01,46.0,OH,Cincinnati,Gallatin County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Gallatin County, KY",FBITC021077,Annual,Not Seasonally Adjusted
2017-01-01,34.0,OH,Cincinnati,Gallatin County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Gallatin County, KY",FBITC021077,Annual,Not Seasonally Adjusted
2018-01-01,48.0,OH,Cincinnati,Gallatin County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Gallatin County, KY",FBITC021077,Annual,Not Seasonally Adjusted
2019-01-01,19.0,OH,Cincinnati,Gallatin County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Gallatin County, KY",FBITC021077,Annual,Not Seasonally Adjusted
2020-01-01,18.0,OH,Cincinnati,Gallatin County,KY,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Gallatin County, KY",FBITC021077,Annual,Not Seasonally Adjusted
2004-01-01,1022.0,TX,Houston,Galveston County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Galveston County, TX",FBITC048167,Annual,Not Seasonally Adjusted
2005-01-01,1070.0,TX,Houston,Galveston County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Galveston County, TX",FBITC048167,Annual,Not Seasonally Adjusted
2006-01-01,952.0,TX,Houston,Galveston County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Galveston County, TX",FBITC048167,Annual,Not Seasonally Adjusted
2007-01-01,1047.0,TX,Houston,Galveston County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Galveston County, TX",FBITC048167,Annual,Not Seasonally Adjusted
2008-01-01,1126.0,TX,Houston,Galveston County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Galveston County, TX",FBITC048167,Annual,Not Seasonally Adjusted
2009-01-01,1266.0,TX,Houston,Galveston County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Galveston County, TX",FBITC048167,Annual,Not Seasonally Adjusted
2010-01-01,985.0,TX,Houston,Galveston County,TX,"Combined Violent and Property Crime Offenses Known to Law Enforcement in Galveston County, TX",FBITC048167,Annual,Not Seasonally Adjusted
