quarter,date,msa_state,year,city,hpi,weekly_wages,rpp,population,gdp,unemployment_rate,crimes,subprime,poverty,patents,private_establishments,premature_death_rate,snap
1,2019-01-01,SC,2019,Myrtle Beach,192.09849328310943,691.221700745982,93.632,497.405,19208.17,4.3,6989.0,29.282902428274486,11.981335129321177,1.0,12345.0,616.3568118535198,47685.0
2,2019-04-01,SC,2019,Myrtle Beach,199.41059035301174,680.69585772002,93.632,497.405,19208.17,4.4,6989.0,28.81154840265058,11.981335129321177,2.0,12484.0,616.3568118535198,47685.0
3,2019-07-01,SC,2019,Myrtle Beach,200.08635287842927,693.430600946078,93.632,497.405,19208.17,4.1,6989.0,28.938501209182803,11.981335129321177,0.0,12707.0,616.3568118535198,47685.0
4,2019-10-01,SC,2019,Myrtle Beach,202.9453481782726,700.5542142856391,93.632,497.405,19208.17,3.5,6989.0,28.806997978039213,11.981335129321177,0.0,12711.0,616.3568118535198,47685.0
1,2020-01-01,SC,2020,Myrtle Beach,207.814303810127,713.743882386362,93.354,514.488,19075.327,3.2,5827.0,28.30761491523701,12.336505418979645,0.0,12881.0,,
2,2020-04-01,SC,2020,Myrtle Beach,207.36379545984866,749.05805492001,93.354,514.488,19075.327,20.4,5827.0,26.81518127696308,12.336505418979645,0.0,13061.0,,
3,2020-07-01,SC,2020,Myrtle Beach,211.5483249441648,754.6581638111211,93.354,514.488,19075.327,10.4,5827.0,26.350119783241006,12.336505418979645,0.0,13186.0,,
4,2020-10-01,SC,2020,Myrtle Beach,217.44825160838695,780.923428109585,93.354,514.488,19075.327,6.8,5827.0,26.233644237527837,12.336505418979645,,13368.0,,
1,2021-01-01,SC,2021,Myrtle Beach,223.20956031867726,756.608747928788,,,,4.5,,0.0,,,13436.0,,
2,2021-04-01,SC,2021,Myrtle Beach,235.38194939831325,790.149556985614,,,,5.4,,0.0,,,13515.0,,
3,2021-07-01,SC,2021,Myrtle Beach,253.9221007366912,,,,,5.3,,0.0,,,,,
1,2008-01-01,CA,2008,Napa,992.9202973432447,869.708965875988,116.622,133.591,7422.453,4.2,567.0,24.358727097396336,9.0,0.0,4723.0,322.9,3450.0
2,2008-04-01,CA,2008,Napa,920.2258741958066,869.502275226087,116.622,133.591,7422.453,4.5,567.0,24.376947040498443,9.0,0.0,4869.0,322.9,3450.0
3,2008-07-01,CA,2008,Napa,864.5291176372546,868.543359203298,116.622,133.591,7422.453,5.1,567.0,25.351837372947617,9.0,0.0,4926.0,322.9,3450.0
4,2008-10-01,CA,2008,Napa,821.3757125237507,860.391641384128,116.622,133.591,7422.453,6.0,567.0,26.0066134993192,9.0,0.0,4942.0,322.9,3450.0
1,2009-01-01,CA,2009,Napa,812.7877929264309,870.2509101176289,112.944,134.65,7625.303,7.4,402.0,26.77840576885597,8.6,0.0,4829.0,326.6,4971.0
2,2009-04-01,CA,2009,Napa,773.5541851395047,869.608892127265,112.944,134.65,7625.303,8.4,402.0,26.827371695178847,8.6,0.0,4833.0,326.6,4971.0
3,2009-07-01,CA,2009,Napa,747.8616953898463,861.874276128531,112.944,134.65,7625.303,8.9,402.0,27.57345787118116,8.6,0.0,4848.0,326.6,4971.0
4,2009-10-01,CA,2009,Napa,743.4073802460082,874.1096663921429,112.944,134.65,7625.303,9.3,402.0,27.859922178988327,8.6,0.0,4968.0,326.6,4971.0
1,2010-01-01,CA,2010,Napa,724.7348911630387,853.7871217345689,112.207,136.752,7539.951,10.7,435.0,27.700077700077703,10.7,0.0,4732.0,287.9,6225.0
2,2010-04-01,CA,2010,Napa,704.3163105436848,877.309485448346,112.207,136.752,7539.951,10.7,435.0,27.69741985926505,10.7,0.0,4850.0,287.9,6225.0
3,2010-07-01,CA,2010,Napa,714.4365145504851,870.399578558457,112.207,136.752,7539.951,10.3,435.0,27.63260530421217,10.7,0.0,4877.0,287.9,6225.0
4,2010-10-01,CA,2010,Napa,705.741691389713,878.037525109981,112.207,136.752,7539.951,10.5,435.0,27.22502914885348,10.7,0.0,5000.0,287.9,6225.0
1,2011-01-01,CA,2011,Napa,668.539251308377,871.449300782157,110.688,137.668,7466.481,10.5,423.0,26.455745341614907,12.0,0.0,4885.0,306.4,7087.0
2,2011-04-01,CA,2011,Napa,662.6239207973599,882.036690286875,110.688,137.668,7466.481,10.3,423.0,25.97954062922216,12.0,0.0,4919.0,306.4,7087.0
3,2011-07-01,CA,2011,Napa,667.5058501950065,923.6246843212332,110.688,137.668,7466.481,10.0,423.0,26.01312234658433,12.0,0.0,5031.0,306.4,7087.0
4,2011-10-01,CA,2011,Napa,659.5949864995499,857.261125845846,110.688,137.668,7466.481,9.5,423.0,26.312741312741316,12.0,0.0,5079.0,306.4,7087.0
1,2012-01-01,CA,2012,Napa,662.2319410647021,930.547027998349,109.82,138.504,8194.992,9.2,395.0,25.89941972920696,9.7,0.0,4780.0,306.0,7375.0
2,2012-04-01,CA,2012,Napa,659.0961032034402,891.7019005884559,109.82,138.504,8194.992,9.0,395.0,25.59938128383604,9.7,0.0,5148.0,306.0,7375.0
3,2012-07-01,CA,2012,Napa,680.3342778092602,889.392423774044,109.82,138.504,8194.992,8.6,395.0,24.759892431809448,9.7,0.0,4922.0,306.0,7375.0
4,2012-10-01,CA,2012,Napa,690.7751925064168,875.623614838018,109.82,138.504,8194.992,8.1,395.0,24.280230326295584,9.7,0.0,5000.0,306.0,7375.0
1,2013-01-01,CA,2013,Napa,723.7014900496683,903.856583459804,111.582,139.522,8751.037,7.7,411.0,23.555300420972063,9.7,0.0,4891.0,320.9,6807.0
2,2013-04-01,CA,2013,Napa,756.6990566352212,904.99833373091,111.582,139.522,8751.037,7.2,411.0,23.25004768262445,9.7,0.0,5024.0,320.9,6807.0
3,2013-07-01,CA,2013,Napa,809.3668788959632,904.101798180362,111.582,139.522,8751.037,6.9,411.0,23.572744014732965,9.7,0.0,5092.0,320.9,6807.0
4,2013-10-01,CA,2013,Napa,832.9925664188806,909.4075920112308,111.582,139.522,8751.037,6.6,411.0,23.1023102310231,9.7,0.0,5171.0,320.9,6807.0
1,2014-01-01,CA,2014,Napa,862.6404880162672,916.7441827706708,113.597,140.331,9549.425,6.3,314.0,22.33984303705056,9.0,0.0,5177.0,298.8,7206.0
2,2014-04-01,CA,2014,Napa,883.5223174105803,922.223621114958,113.597,140.331,9549.425,5.9,314.0,21.636893911775427,9.0,0.0,5141.0,298.8,7206.0
3,2014-07-01,CA,2014,Napa,909.6067868928964,925.502189799144,113.597,140.331,9549.425,5.7,314.0,21.36783064953863,9.0,0.0,5193.0,298.8,7206.0
4,2014-10-01,CA,2014,Napa,921.615620520684,941.1856289743132,113.597,140.331,9549.425,5.5,314.0,21.22295726801359,9.0,0.0,5255.0,298.8,7206.0
1,2015-01-01,CA,2015,Napa,918.9073969132304,951.5365733874388,112.227,140.766,10250.488,5.0,357.0,20.645391335353896,10.1,0.0,5248.0,328.8,7273.0
2,2015-04-01,CA,2015,Napa,946.0965365512184,954.372528437968,112.227,140.766,10250.488,4.7,357.0,20.07060900264784,10.1,0.0,5292.0,328.8,7273.0
3,2015-07-01,CA,2015,Napa,986.1853728457615,983.762932375966,112.227,140.766,10250.488,4.5,357.0,19.60232271687489,10.1,0.0,5339.0,328.8,7273.0
4,2015-10-01,CA,2015,Napa,1008.0649688322943,1004.51043291025,112.227,140.766,10250.488,4.5,357.0,19.42446043165468,10.1,0.0,5392.0,328.8,7273.0
1,2016-01-01,CA,2016,Napa,1028.05593519784,967.735434306546,113.581,140.778,10665.349,4.5,331.0,18.770793206093504,7.9,0.0,5349.0,343.4,7028.0
2,2016-04-01,CA,2016,Napa,1034.1850728357613,1002.92226607659,113.581,140.778,10665.349,4.3,331.0,18.51981148542503,7.9,0.0,5385.0,343.4,7028.0
3,2016-07-01,CA,2016,Napa,1064.2249741658054,1045.69384955638,113.581,140.778,10665.349,4.3,331.0,18.344827586206897,7.9,0.0,5448.0,343.4,7028.0
4,2016-10-01,CA,2016,Napa,1077.5522850761693,996.427214852249,113.581,140.778,10665.349,4.3,331.0,18.261316872427983,7.9,0.0,5444.0,343.4,7028.0
1,2017-01-01,CA,2017,Napa,1091.4853828460948,1019.20550643861,118.884,139.818,10936.029,4.1,273.0,18.144611186903138,6.8,0.0,5371.0,324.2,6052.0
2,2017-04-01,CA,2017,Napa,1121.2045734857827,1033.64770647745,118.884,139.818,10936.029,3.8,273.0,18.589634664401014,6.8,1.0,5467.0,324.2,6052.0
3,2017-07-01,CA,2017,Napa,1127.5118837294576,1044.37934426063,118.884,139.818,10936.029,3.7,273.0,18.512898330804248,6.8,5.0,5520.0,324.2,6052.0
4,2017-10-01,CA,2017,Napa,1144.7233574452482,1049.85924467645,118.884,139.818,10936.029,3.5,273.0,18.289185085203307,6.8,0.0,5575.0,324.2,6052.0
1,2018-01-01,CA,2018,Napa,1153.061835394513,1070.52552598641,112.722,138.62,11100.761,3.2,294.0,17.408975444538527,8.8,3.0,5532.0,323.0,5398.0
2,2018-04-01,CA,2018,Napa,1175.1552385079501,1061.68389919193,112.722,138.62,11100.761,3.0,294.0,16.856221354608724,8.8,2.0,5541.0,323.0,5398.0
3,2018-07-01,CA,2018,Napa,1188.3400113337111,1062.2653070018,112.722,138.62,11100.761,3.0,294.0,17.720662833953334,8.8,0.0,5576.0,323.0,5398.0
4,2018-10-01,CA,2018,Napa,1196.8922964098804,1086.18289036295,112.722,138.62,11100.761,2.9,294.0,17.378821145076845,8.8,1.0,5610.0,323.0,5398.0
1,2019-01-01,CA,2019,Napa,1198.1038701290045,1095.15756783604,111.537,137.678,11496.842,3.0,338.0,17.531155271135063,7.4,0.0,5567.0,327.1,5689.0
2,2019-04-01,CA,2019,Napa,1205.515850528351,1108.37443269728,111.537,137.678,11496.842,3.0,338.0,17.09617652012801,7.4,5.0,5595.0,327.1,5689.0
3,2019-07-01,CA,2019,Napa,1212.6071202373414,1108.45707987263,111.537,137.678,11496.842,2.9,338.0,17.39057521381855,7.4,3.0,5627.0,327.1,5689.0
4,2019-10-01,CA,2019,Napa,1219.62712090403,1115.05482140064,111.537,137.678,11496.842,2.8,338.0,17.37458193979933,7.4,2.0,5659.0,327.1,5689.0
1,2020-01-01,CA,2020,Napa,1230.9232641088036,1141.19370200956,111.431,135.965,11239.687,2.9,393.0,17.473613670631597,7.9,2.0,5566.0,,
2,2020-04-01,CA,2020,Napa,1234.5579852661756,1208.92065123097,111.431,135.965,11239.687,17.8,393.0,16.148964595858384,7.9,0.0,5573.0,,
3,2020-07-01,CA,2020,Napa,1246.3173772459081,1197.47399291359,111.431,135.965,11239.687,10.9,393.0,15.642737896494156,7.9,,5613.0,,
4,2020-10-01,CA,2020,Napa,1267.6624554151806,1248.60637286081,111.431,135.965,11239.687,7.9,393.0,15.496733121125816,7.9,,5657.0,,
1,2021-01-01,CA,2021,Napa,1305.1499716657222,1239.29415979891,,,,7.8,,0.0,,,5585.0,,
2,2021-04-01,CA,2021,Napa,1362.806626887563,1251.00537730166,,,,6.5,,0.0,,,5667.0,,
3,2021-07-01,CA,2021,Napa,1440.7749591653055,,,,,6.2,,0.0,,,,,
1,2008-01-01,UT,2008,Ogden,248.39343144771493,667.155846034233,95.789,530.998,19725.122,3.0,1629.0,27.019637294652085,7.93586529211049,11.0,13704.0,251.83576147366819,36943.0
2,2008-04-01,UT,2008,Ogden,246.75558685289514,676.0945789046141,95.789,530.998,19725.122,3.1,1629.0,26.678434310273317,7.93586529211049,13.0,13771.0,251.83576147366819,36943.0
3,2008-07-01,UT,2008,Ogden,240.64616653888464,662.967033261135,95.789,530.998,19725.122,3.4,1629.0,26.752926959229775,7.93586529211049,3.0,13833.0,251.83576147366819,36943.0
4,2008-10-01,UT,2008,Ogden,242.12802593419784,667.332056765026,95.789,530.998,19725.122,3.7,1629.0,27.1225623370374,7.93586529211049,8.0,13993.0,251.83576147366819,36943.0
1,2009-01-01,UT,2009,Ogden,240.99713323777462,675.809545031987,98.65,541.569,19557.455,6.5,1676.0,26.949613935064264,9.343495309256106,11.0,13678.0,238.86825822366745,48058.0
2,2009-04-01,UT,2009,Ogden,235.1866845561519,679.669903302087,98.65,541.569,19557.455,7.0,1676.0,26.666922978458555,9.343495309256106,14.0,13694.0,238.86825822366745,48058.0
3,2009-07-01,UT,2009,Ogden,228.44032467748926,684.295958364969,98.65,541.569,19557.455,7.5,1676.0,26.93292214943309,9.343495309256106,15.0,13697.0,238.86825822366745,48058.0
4,2009-10-01,UT,2009,Ogden,225.736581219374,694.950738440301,98.65,541.569,19557.455,7.8,1676.0,27.004503189946924,9.343495309256106,27.0,13792.0,238.86825822366745,48058.0
1,2010-01-01,UT,2010,Ogden,225.03464782159406,679.3878606973619,97.652,599.756,20280.387,7.9,1890.0,26.84994429080561,10.28203569451577,10.0,13262.0,241.94914581929982,56075.0
2,2010-04-01,UT,2010,Ogden,220.92703756791894,695.8367317609441,97.652,599.756,20280.387,7.9,1890.0,26.47803484644308,10.28203569451577,3.0,13309.0,241.94914581929982,56075.0
3,2010-07-01,UT,2010,Ogden,222.56488216273877,698.6022429966209,97.652,599.756,20280.387,7.9,1890.0,26.821794775283514,10.28203569451577,6.0,13387.0,241.94914581929982,56075.0
4,2010-10-01,UT,2010,Ogden,221.17401413380446,715.078898131117,97.652,599.756,20280.387,8.0,1890.0,26.80225053813529,10.28203569451577,3.0,13561.0,241.94914581929982,56075.0
1,2011-01-01,UT,2011,Ogden,210.9179872662422,692.84887996668,99.483,605.652,21009.278,7.9,1673.0,26.307235884655185,10.303020711563736,13.0,13281.0,245.95705157417132,57264.0
2,2011-04-01,UT,2011,Ogden,206.16043868128938,710.338503214277,99.483,605.652,21009.278,7.7,1673.0,26.180896551715787,10.303020711563736,4.0,13344.0,245.95705157417132,57264.0
3,2011-07-01,UT,2011,Ogden,211.04797493249777,737.635566317024,99.483,605.652,21009.278,7.2,1673.0,26.026168677728315,10.303020711563736,8.0,13473.0,245.95705157417132,57264.0
4,2011-10-01,UT,2011,Ogden,211.61992066402215,707.236053158829,99.483,605.652,21009.278,6.3,1673.0,26.450176463055033,10.303020711563736,6.0,13633.0,245.95705157417132,57264.0
1,2012-01-01,UT,2012,Ogden,210.02107236907898,739.025734129254,99.479,612.307,21335.067,5.5,1432.0,25.675985699833966,10.134744335766207,11.0,13360.0,256.12698842247437,52908.0
2,2012-04-01,UT,2012,Ogden,208.16224874162472,720.7584220749981,99.479,612.307,21335.067,5.0,1432.0,25.42223428581213,10.134744335766207,11.0,13484.0,256.12698842247437,52908.0
3,2012-07-01,UT,2012,Ogden,211.8668972299077,718.1045816422479,99.479,612.307,21335.067,4.8,1432.0,25.595683470808943,10.134744335766207,7.0,13612.0,256.12698842247437,52908.0
4,2012-10-01,UT,2012,Ogden,214.8956098536618,723.40267187157,99.479,612.307,21335.067,4.7,1432.0,25.743745245685066,10.134744335766207,4.0,13785.0,256.12698842247437,52908.0
1,2013-01-01,UT,2013,Ogden,215.3245691523051,733.265328578463,97.715,621.396,22402.686,4.6,1356.0,25.221200545357473,10.28760162601626,7.0,13620.0,259.44017679547346,48037.0
2,2013-04-01,UT,2013,Ogden,220.39408813627122,726.256457526192,97.715,621.396,22402.686,4.5,1356.0,24.94441534618437,10.28760162601626,9.0,13785.0,259.44017679547346,48037.0
3,2013-07-01,UT,2013,Ogden,224.12473415780525,725.1949548291451,97.715,621.396,22402.686,4.3,1356.0,24.702424348182923,10.28760162601626,137.0,13918.0,259.44017679547346,48037.0
4,2013-10-01,UT,2013,Ogden,225.8665688856295,713.960729060856,97.715,621.396,22402.686,4.1,1356.0,24.626434572725188,10.28760162601626,14.0,14153.0,259.44017679547346,48037.0
1,2014-01-01,UT,2014,Ogden,227.32243074769158,750.3996067228329,97.573,630.994,23283.693,3.9,1263.0,24.134290247072908,9.455361699160374,41.0,13973.0,263.86301327746384,46543.0
2,2014-04-01,UT,2014,Ogden,230.28614953831794,738.815305335403,97.573,630.994,23283.693,3.7,1263.0,23.91335630221159,9.455361699160374,17.0,14068.0,263.86301327746384,46543.0
3,2014-07-01,UT,2014,Ogden,233.86081036034534,743.4528925192869,97.573,630.994,23283.693,3.7,1263.0,23.916494825209284,9.455361699160374,17.0,14203.0,263.86301327746384,46543.0
4,2014-10-01,UT,2014,Ogden,235.7196339877996,748.3136051478019,97.573,630.994,23283.693,3.7,1263.0,23.909840356354508,9.455361699160374,15.0,14409.0,263.86301327746384,46543.0
1,2015-01-01,UT,2015,Ogden,238.5273675789193,752.994348579479,95.829,640.617,24157.007,3.6,1165.0,23.13871299738041,9.070713078173075,8.0,14216.0,280.2629975476767,45315.0
2,2015-04-01,UT,2015,Ogden,242.69997166572222,761.655485600808,95.829,640.617,24157.007,3.6,1165.0,22.78044390900935,9.070713078173075,23.0,14431.0,280.2629975476767,45315.0
3,2015-07-01,UT,2015,Ogden,247.96447214907164,766.107672543954,95.829,640.617,24157.007,3.6,1165.0,22.849415560417278,9.070713078173075,32.0,14620.0,280.2629975476767,45315.0
4,2015-10-01,UT,2015,Ogden,250.48623287442913,782.485172072423,95.829,640.617,24157.007,3.6,1165.0,23.117181369836004,9.070713078173075,26.0,14836.0,280.2629975476767,45315.0
1,2016-01-01,UT,2016,Ogden,254.84081969398983,760.3242799418621,95.406,652.771,25120.979,3.5,1476.0,22.525869098372365,8.228756792198183,27.0,14672.0,280.7062773928376,43185.0
2,2016-04-01,UT,2016,Ogden,261.8471549051635,779.788389197225,95.406,652.771,25120.979,3.4,1476.0,22.058096097963222,8.228756792198183,15.0,14835.0,280.7062773928376,43185.0
3,2016-07-01,UT,2016,Ogden,267.25464182139405,811.88082651778,95.406,652.771,25120.979,3.3,1476.0,21.975025012671797,8.228756792198183,25.0,15051.0,280.7062773928376,43185.0
4,2016-10-01,UT,2016,Ogden,271.0112853761792,793.995896648967,95.406,652.771,25120.979,3.2,1476.0,21.948124363048272,8.228756792198183,25.0,15182.0,280.7062773928376,43185.0
1,2017-01-01,UT,2017,Ogden,275.28787959598657,804.960817425127,97.989,664.167,27103.814,3.2,1520.0,21.625194571812926,7.624696951218594,7.0,15018.0,282.4223907541326,39865.0
2,2017-04-01,UT,2017,Ogden,285.16694223140775,806.5756326004581,97.989,664.167,27103.814,3.2,1520.0,21.24750484363222,7.624696951218594,33.0,15276.0,282.4223907541326,39865.0
3,2017-07-01,UT,2017,Ogden,291.7313193773126,805.484663868247,97.989,664.167,27103.814,3.2,1520.0,21.281945040420027,7.624696951218594,12.0,15475.0,282.4223907541326,39865.0
4,2017-10-01,UT,2017,Ogden,297.13880629354315,815.505681631192,97.989,664.167,27103.814,3.2,1520.0,21.20410971241624,7.624696951218594,44.0,15808.0,282.4223907541326,39865.0
1,2018-01-01,UT,2018,Ogden,303.36521550718356,838.0778423666161,95.759,673.386,29163.155,3.1,1387.0,20.590076789754967,7.203625409497674,22.0,15693.0,277.7198936419825,36252.0
2,2018-04-01,UT,2018,Ogden,313.79022634087806,835.883805139593,95.759,673.386,29163.155,3.0,1387.0,20.17452882892311,7.203625409497674,25.0,15915.0,277.7198936419825,36252.0
3,2018-07-01,UT,2018,Ogden,320.70557018567285,837.3346298913119,95.759,673.386,29163.155,3.0,1387.0,20.22877061664721,7.203625409497674,21.0,16081.0,277.7198936419825,36252.0
4,2018-10-01,UT,2018,Ogden,325.46311877062567,844.9002818407221,95.759,673.386,29163.155,2.9,1387.0,20.121120152446917,7.203625409497674,31.0,16373.0,277.7198936419825,36252.0
1,2019-01-01,UT,2019,Ogden,331.0265908863629,860.83061797929,97.354,683.056,30710.271,2.9,1467.0,19.472247144433997,6.169481711601977,33.0,16164.0,273.0909710184816,34193.0
2,2019-04-01,UT,2019,Ogden,338.73485949531647,855.796406398963,97.354,683.056,30710.271,2.7,1467.0,19.38262651340021,6.169481711601977,38.0,16376.0,273.0909710184816,34193.0
3,2019-07-01,UT,2019,Ogden,344.20734024467487,866.9760551024519,97.354,683.056,30710.271,2.5,1467.0,19.659679960351454,6.169481711601977,28.0,16530.0,273.0909710184816,34193.0
4,2019-10-01,UT,2019,Ogden,349.99179139304647,874.363786725432,97.354,683.056,30710.271,2.3,1467.0,19.818351626345795,6.169481711601977,18.0,16856.0,273.0909710184816,34193.0
1,2020-01-01,UT,2020,Ogden,354.87932764425483,901.944502578214,95.225,691.359,31526.651,2.3,1539.0,19.52076059024999,5.998794258843813,6.0,16601.0,,
2,2020-04-01,UT,2020,Ogden,361.65168505616856,931.444864712632,95.225,691.359,31526.651,9.7,1539.0,18.322998076051885,5.998794258843813,34.0,16860.0,,
3,2020-07-01,UT,2020,Ogden,370.9068068935631,931.086703088813,95.225,691.359,31526.651,4.8,1539.0,18.169307515883496,5.998794258843813,27.0,17214.0,,
4,2020-10-01,UT,2020,Ogden,384.9974699156639,974.840440236334,95.225,691.359,31526.651,3.3,1539.0,17.814081789831555,5.998794258843813,7.0,17688.0,,
1,2021-01-01,UT,2021,Ogden,400.75197506583555,933.760614230941,,,,2.8,,0.0,,,17452.0,,
2,2021-04-01,UT,2021,Ogden,440.95716023867465,969.909865691542,,,,2.4,,0.0,,,17737.0,,
3,2021-07-01,UT,2021,Ogden,474.8449448314944,,,,,2.6,,0.0,,,,,
1,2008-01-01,CO,2008,Pueblo,149.47931597719924,648.174865847423,89.881,156.009,4766.332,5.2,1402.0,34.33149886694723,16.8,0.0,3346.0,489.7,26351.0
2,2008-04-01,CO,2008,Pueblo,149.35377845928198,650.3120587373,89.881,156.009,4766.332,5.6,1402.0,34.55882352941176,16.8,0.0,3352.0,489.7,26351.0
3,2008-07-01,CO,2008,Pueblo,143.6149204973499,658.591179155239,89.881,156.009,4766.332,6.1,1402.0,34.65070514922925,16.8,0.0,3336.0,489.7,26351.0
4,2008-10-01,CO,2008,Pueblo,146.63678789292976,660.063427741502,89.881,156.009,4766.332,6.7,1402.0,35.06366307541626,16.8,0.0,3287.0,489.7,26351.0
1,2009-01-01,CO,2009,Pueblo,149.7034901163372,666.113879528757,95.069,157.224,4826.678,7.8,1290.0,34.781183412555315,16.9,0.0,3268.0,480.8,29762.0
2,2009-04-01,CO,2009,Pueblo,147.52451748391613,665.182874830434,95.069,157.224,4826.678,8.7,1290.0,34.240734667103965,16.9,0.0,3264.0,480.8,29762.0
3,2009-07-01,CO,2009,Pueblo,142.61958731957733,677.280263902388,95.069,157.224,4826.678,8.9,1290.0,34.636052760136785,16.9,0.0,3244.0,480.8,29762.0
4,2009-10-01,CO,2009,Pueblo,142.45818193939797,674.655197660965,95.069,157.224,4826.678,9.1,1290.0,34.661030726711104,16.9,0.0,3188.0,480.8,29762.0
1,2010-01-01,CO,2010,Pueblo,142.02776759225307,658.484310488042,92.895,159.401,4965.195,10.0,1635.0,34.6047719526051,19.6,0.0,3179.0,477.3,31260.0
2,2010-04-01,CO,2010,Pueblo,140.25230841028034,677.965670899875,92.895,159.401,4965.195,10.6,1635.0,33.89337641357027,19.6,0.0,3178.0,477.3,31260.0
3,2010-07-01,CO,2010,Pueblo,143.57905263508783,685.544631970393,92.895,159.401,4965.195,11.0,1635.0,34.30786625747052,19.6,0.0,3193.0,477.3,31260.0
4,2010-10-01,CO,2010,Pueblo,143.91083036101205,699.7811044435741,92.895,159.401,4965.195,11.3,1635.0,34.487781194368026,19.6,0.0,3127.0,477.3,31260.0
1,2011-01-01,CO,2011,Pueblo,139.00590019667322,681.678213987675,96.478,160.208,5202.729,11.2,1573.0,34.07443209279845,19.0,0.0,3104.0,483.9,33274.0
2,2011-04-01,CO,2011,Pueblo,137.49048301610054,699.407736390703,96.478,160.208,5202.729,10.9,1573.0,34.31056701030928,19.0,0.0,3121.0,483.9,33274.0
3,2011-07-01,CO,2011,Pueblo,135.9033301110037,726.5780640955929,96.478,160.208,5202.729,10.9,1573.0,34.57807953443259,19.0,0.0,3128.0,483.9,33274.0
4,2011-10-01,CO,2011,Pueblo,139.9922664088803,691.066155497489,96.478,160.208,5202.729,10.9,1573.0,34.95618305744888,19.0,0.0,3088.0,483.9,33274.0
1,2012-01-01,CO,2012,Pueblo,134.87212907096904,733.8593704583341,94.448,160.763,5392.829,10.8,0.0,34.72064777327935,20.2,0.0,3076.0,492.1,35012.0
2,2012-04-01,CO,2012,Pueblo,137.03316777225908,717.7055838336149,94.448,160.763,5392.829,11.0,0.0,33.97633327929972,20.2,0.0,3053.0,492.1,35012.0
3,2012-07-01,CO,2012,Pueblo,135.3832461082036,711.0064823478909,94.448,160.763,5392.829,11.0,0.0,34.24768706378835,20.2,0.0,3064.0,492.1,35012.0
4,2012-10-01,CO,2012,Pueblo,138.21680722690755,705.7412755551801,94.448,160.763,5392.829,10.7,0.0,34.27367055771725,20.2,0.0,3030.0,492.1,35012.0
1,2013-01-01,CO,2013,Pueblo,136.90763025434183,721.6961241062579,93.495,161.096,5441.642,10.4,1288.0,33.27444997591135,20.1,0.0,3023.0,467.3,35591.0
2,2013-04-01,CO,2013,Pueblo,135.18597286576218,716.9810565180991,93.495,161.096,5441.642,10.0,1288.0,32.66355891335798,20.1,0.0,3009.0,467.3,35591.0
3,2013-07-01,CO,2013,Pueblo,136.39651321710724,719.7892935605811,93.495,161.096,5441.642,9.6,1288.0,32.306041091689664,20.1,0.0,3025.0,467.3,35591.0
4,2013-10-01,CO,2013,Pueblo,137.0421347378246,722.4788142150039,93.495,161.096,5441.642,9.2,1288.0,32.077782881641404,20.1,0.0,2972.0,467.3,35591.0
1,2014-01-01,CO,2014,Pueblo,140.92483082769425,745.486118464783,91.964,161.434,5464.89,8.8,1282.0,31.910352187833517,19.0,0.0,2955.0,522.7,35235.0
2,2014-04-01,CO,2014,Pueblo,136.27097569918996,742.6662168721421,91.964,161.434,5464.89,8.4,1282.0,31.54555068741502,19.0,0.0,2968.0,522.7,35235.0
3,2014-07-01,CO,2014,Pueblo,141.9829327644255,743.587742156748,91.964,161.434,5464.89,6.9,1282.0,31.381132075471697,19.0,0.0,3025.0,522.7,35235.0
4,2014-10-01,CO,2014,Pueblo,143.82116070535685,760.414388845876,91.964,161.434,5464.89,6.2,1282.0,31.12045659357164,19.0,0.0,2999.0,522.7,35235.0
1,2015-01-01,CO,2015,Pueblo,144.9958331944398,754.491837074395,91.747,163.101,5684.26,6.0,1203.0,30.26413968064468,19.8,0.0,3012.0,519.3,35539.0
2,2015-04-01,CO,2015,Pueblo,151.58655288509618,768.2262140773171,91.747,163.101,5684.26,5.8,1203.0,30.390113162596784,19.8,0.0,3022.0,519.3,35539.0
3,2015-07-01,CO,2015,Pueblo,152.3577119237308,756.2380811147051,91.747,163.101,5684.26,5.3,1203.0,30.06516587677725,19.8,0.0,3049.0,519.3,35539.0
4,2015-10-01,CO,2015,Pueblo,157.28954298476614,784.9457609302659,91.747,163.101,5684.26,4.9,1203.0,30.053034767236294,19.8,0.0,3045.0,519.3,35539.0
1,2016-01-01,CO,2016,Pueblo,156.29420980699356,750.673257171235,92.939,164.883,5884.893,4.8,1344.0,29.17525773195877,19.9,2.0,3089.0,526.7,35154.0
2,2016-04-01,CO,2016,Pueblo,157.78272609086972,773.712905022624,92.939,164.883,5884.893,4.8,1344.0,28.76268942180374,19.9,0.0,3091.0,526.7,35154.0
3,2016-07-01,CO,2016,Pueblo,161.36054535151172,797.4202902272,92.939,164.883,5884.893,4.7,1344.0,29.09277443939616,19.9,0.0,3110.0,526.7,35154.0
4,2016-10-01,CO,2016,Pueblo,163.9250975032501,769.348701514947,92.939,164.883,5884.893,4.4,1344.0,29.36786654960492,19.9,0.0,3102.0,526.7,35154.0
1,2017-01-01,CO,2017,Pueblo,167.27874262475416,812.0242642129781,94.277,166.37,5976.354,3.9,1196.0,29.03556271037612,18.2,0.0,3262.0,593.7,37306.0
