quarter,date,msa_state,year,city,hpi,weekly_wages,rpp,population,gdp,unemployment_rate,crimes,subprime,poverty,patents,private_establishments,premature_death_rate,snap
4,2018-10-01,WV,2018,Morgantown,174.98917630587684,981.2546644433928,94.613,139.473,7876.625,4.3,111.0,27.15322139585629,17.794953862037815,6.0,3263.0,381.1664128541008,12625.0
1,2019-01-01,WV,2019,Morgantown,186.69336477882595,994.682052704602,92.369,139.76,7857.656,4.2,766.0,26.773947526995915,17.95017744705209,0.0,3276.0,389.34024041213513,12986.0
2,2019-04-01,WV,2019,Morgantown,185.67449248308276,975.68530924964,92.369,139.76,7857.656,3.9,766.0,26.75782703791261,17.95017744705209,0.0,3234.0,389.34024041213513,12986.0
3,2019-07-01,WV,2019,Morgantown,189.46743724790824,999.526195168192,92.369,139.76,7857.656,3.8,766.0,26.8111895733101,17.95017744705209,2.0,3220.0,389.34024041213513,12986.0
4,2019-10-01,WV,2019,Morgantown,191.63361112037066,1010.59109270911,92.369,139.76,7857.656,3.7,766.0,26.62217455325343,17.95017744705209,5.0,3246.0,389.34024041213513,12986.0
1,2020-01-01,WV,2020,Morgantown,184.9809743658122,1026.8000975241698,92.17,140.199,7738.052,3.4,128.0,26.313105527020518,15.319045071648155,0.0,3279.0,,
2,2020-04-01,WV,2020,Morgantown,189.23626454215142,1062.56576679295,92.17,140.199,7738.052,13.2,128.0,24.839363585791546,15.319045071648155,0.0,3251.0,,
3,2020-07-01,WV,2020,Morgantown,194.87859095303176,1052.22832160944,92.17,140.199,7738.052,8.3,128.0,25.242911592309238,15.319045071648155,4.0,3294.0,,
4,2020-10-01,WV,2020,Morgantown,192.86653221774057,1149.79162333793,92.17,140.199,7738.052,5.6,128.0,24.826646948945452,15.319045071648155,1.0,3323.0,,
1,2021-01-01,WV,2021,Morgantown,195.49505150171672,1007.63154987431,,,,4.3,,0.0,,,3318.0,,
2,2021-04-01,WV,2021,Morgantown,203.243618120604,1059.20758133978,,,,4.4,,0.0,,,3336.0,,
3,2021-07-01,WV,2021,Morgantown,211.17198573285773,,,,,4.0,,0.0,,,,,
1,2008-01-01,SC,2008,Myrtle Beach,213.80086669555652,545.176841012045,95.557,258.79,12664.56,5.6,11748.0,39.04416700732729,13.753549034638311,0.0,10826.0,500.81740077537756,44543.0
2,2008-04-01,SC,2008,Myrtle Beach,206.94794159805326,553.057014820539,95.557,258.79,12664.56,6.0,11748.0,38.66328247929195,13.753549034638311,0.0,10951.0,500.81740077537756,44543.0
3,2008-07-01,SC,2008,Myrtle Beach,197.99841994733157,548.512683322871,95.557,258.79,12664.56,6.9,11748.0,38.84541684283362,13.753549034638311,0.0,10965.0,500.81740077537756,44543.0
4,2008-10-01,SC,2008,Myrtle Beach,196.94145804860162,545.1671187449949,95.557,258.79,12664.56,8.8,11748.0,38.94339148341737,13.753549034638311,2.0,10949.0,500.81740077537756,44543.0
1,2009-01-01,SC,2009,Myrtle Beach,197.3053301776726,539.9096432464801,95.361,263.868,12549.731,11.2,10574.0,38.860030865732355,15.453868848207147,0.0,10350.0,530.6496558021917,57290.0
2,2009-04-01,SC,2009,Myrtle Beach,191.33609453648452,533.248783473249,95.361,263.868,12549.731,11.6,10574.0,38.646515770596935,15.453868848207147,1.0,10394.0,530.6496558021917,57290.0
3,2009-07-01,SC,2009,Myrtle Beach,182.4212273742458,542.586114517686,95.361,263.868,12549.731,11.3,10574.0,38.418382419603006,15.453868848207147,1.0,10379.0,530.6496558021917,57290.0
4,2009-10-01,SC,2009,Myrtle Beach,178.93845128170938,551.0211285567681,95.361,263.868,12549.731,11.9,10574.0,38.47735294035118,15.453868848207147,0.0,10339.0,530.6496558021917,57290.0
1,2010-01-01,SC,2010,Myrtle Beach,173.08184272809092,526.862294218433,95.547,378.365,12564.431,12.9,10525.0,37.9639719561108,18.643128989203547,0.0,10067.0,538.2839110382831,65489.0
2,2010-04-01,SC,2010,Myrtle Beach,166.8873529117637,562.6092239194451,95.547,378.365,12564.431,12.7,10525.0,37.84593292159538,18.643128989203547,0.0,10017.0,538.2839110382831,65489.0
3,2010-07-01,SC,2010,Myrtle Beach,169.02726757558585,546.809369769701,95.547,378.365,12564.431,12.1,10525.0,37.47804631717933,18.643128989203547,0.0,9986.0,538.2839110382831,65489.0
4,2010-10-01,SC,2010,Myrtle Beach,169.35648521617387,556.650235986619,95.547,378.365,12564.431,12.1,10525.0,37.86377353214168,18.643128989203547,0.0,9995.0,538.2839110382831,65489.0
1,2011-01-01,SC,2011,Myrtle Beach,159.91313710457015,538.128382125466,96.358,385.741,12948.74,12.4,10953.0,37.61823149821874,18.600028516543485,0.0,9805.0,532.7553381673196,69847.0
2,2011-04-01,SC,2011,Myrtle Beach,155.2434447814927,544.265580815653,96.358,385.741,12948.74,12.2,10953.0,37.23441745957912,18.600028516543485,0.0,9972.0,532.7553381673196,69847.0
3,2011-07-01,SC,2011,Myrtle Beach,154.2471282376079,566.672327869737,96.358,385.741,12948.74,11.8,10953.0,36.85166365645431,18.600028516543485,0.0,9896.0,532.7553381673196,69847.0
4,2011-10-01,SC,2011,Myrtle Beach,157.3313777125904,545.132023483253,96.358,385.741,12948.74,11.5,10953.0,37.106969207326905,18.600028516543485,1.0,9902.0,532.7553381673196,69847.0
1,2012-01-01,SC,2012,Myrtle Beach,154.27311910397012,559.434591616547,96.193,393.48,13176.762,11.2,1933.0,37.04626228966676,18.517992782352344,0.0,9729.0,556.9483389244689,70373.0
2,2012-04-01,SC,2012,Myrtle Beach,150.96361545384846,552.42803717939,96.193,393.48,13176.762,10.8,1933.0,36.78022172957178,18.517992782352344,0.0,9954.0,556.9483389244689,70373.0
3,2012-07-01,SC,2012,Myrtle Beach,149.56877229240973,556.896195572792,96.193,393.48,13176.762,10.4,1933.0,36.81253950445719,18.517992782352344,0.0,10022.0,556.9483389244689,70373.0
4,2012-10-01,SC,2012,Myrtle Beach,148.78038267942264,555.949026576549,96.193,393.48,13176.762,10.0,1933.0,37.096812399047096,18.517992782352344,0.0,10092.0,556.9483389244689,70373.0
1,2013-01-01,SC,2013,Myrtle Beach,151.74334144471482,587.199108249755,94.484,403.982,13840.151,9.8,9747.0,36.67095063636559,18.246172354213805,0.0,10067.0,557.8074948883863,65957.0
2,2013-04-01,SC,2013,Myrtle Beach,150.35716190539685,580.496720902478,94.484,403.982,13840.151,9.4,9747.0,36.101249966893526,18.246172354213805,1.0,10253.0,557.8074948883863,65957.0
3,2013-07-01,SC,2013,Myrtle Beach,151.3881329377646,580.4639152294451,94.484,403.982,13840.151,8.7,9747.0,35.844027537646326,18.246172354213805,0.0,10293.0,557.8074948883863,65957.0
4,2013-10-01,SC,2013,Myrtle Beach,149.4907996933231,589.514290100909,94.484,403.982,13840.151,7.8,9747.0,35.84974109694903,18.246172354213805,0.0,10131.0,557.8074948883863,65957.0
1,2014-01-01,SC,2014,Myrtle Beach,152.63569452315076,595.36887134375,95.087,416.424,14872.482,7.1,1283.0,35.696961651319505,17.059863504505024,1.0,10128.0,579.95685647321,64578.0
2,2014-04-01,SC,2014,Myrtle Beach,155.65929864328808,594.221109094132,95.087,416.424,14872.482,7.1,1283.0,35.51459953181547,17.059863504505024,0.0,10295.0,579.95685647321,64578.0
3,2014-07-01,SC,2014,Myrtle Beach,153.38076602553417,600.697482389573,95.087,416.424,14872.482,7.5,1283.0,35.10972372783608,17.059863504505024,0.0,10371.0,579.95685647321,64578.0
4,2014-10-01,SC,2014,Myrtle Beach,158.12843094769826,610.178454067626,95.087,416.424,14872.482,7.5,1283.0,35.297558788200206,17.059863504505024,0.0,10443.0,579.95685647321,64578.0
1,2015-01-01,SC,2015,Myrtle Beach,158.8041934731158,608.387513772089,94.803,431.672,15681.445,7.3,7301.0,34.44471346287127,16.019916973998775,0.0,10657.0,597.8416839637503,63009.0
2,2015-04-01,SC,2015,Myrtle Beach,163.13600453348445,612.950714627483,94.803,431.672,15681.445,7.4,7301.0,33.96374683777912,16.019916973998775,2.0,10869.0,597.8416839637503,63009.0
3,2015-07-01,SC,2015,Myrtle Beach,161.10005333511114,618.573050094252,94.803,431.672,15681.445,7.2,7301.0,33.67755185509151,16.019916973998775,0.0,11068.0,597.8416839637503,63009.0
4,2015-10-01,SC,2015,Myrtle Beach,163.4565585519517,646.0623735682279,94.803,431.672,15681.445,6.7,7301.0,33.26603207292814,16.019916973998775,1.0,11208.0,597.8416839637503,63009.0
1,2016-01-01,SC,2016,Myrtle Beach,165.4665188839628,611.834166250349,95.66,447.964,16630.285,6.0,7890.0,32.38761605281648,14.661342429302357,1.0,10690.0,632.9920136439536,59334.0
2,2016-04-01,SC,2016,Myrtle Beach,166.46283542784758,634.241089196604,95.66,447.964,16630.285,6.1,7890.0,31.701725877172017,14.661342429302357,5.0,10953.0,632.9920136439536,59334.0
3,2016-07-01,SC,2016,Myrtle Beach,170.26616553885128,654.225055362845,95.66,447.964,16630.285,6.0,7890.0,31.275406732923805,14.661342429302357,0.0,11131.0,632.9920136439536,59334.0
4,2016-10-01,SC,2016,Myrtle Beach,170.19685656188537,641.871130442834,95.66,447.964,16630.285,5.7,7890.0,31.376773629342257,14.661342429302357,1.0,11268.0,632.9920136439536,59334.0
1,2017-01-01,SC,2017,Myrtle Beach,172.94322477415915,654.94283221766,94.664,464.242,17676.893,5.2,8253.0,31.028085962438716,14.914878447016859,2.0,11023.0,614.2778929954636,54320.0
2,2017-04-01,SC,2017,Myrtle Beach,175.16977565918864,659.736065809104,94.664,464.242,17676.893,5.1,8253.0,30.82160479197143,14.914878447016859,0.0,11247.0,614.2778929954636,54320.0
3,2017-07-01,SC,2017,Myrtle Beach,177.33568118937296,657.521479176759,94.664,464.242,17676.893,5.3,8253.0,30.480845946307078,14.914878447016859,2.0,11439.0,614.2778929954636,54320.0
4,2017-10-01,SC,2017,Myrtle Beach,180.0820494016467,658.003823948965,94.664,464.242,17676.893,5.1,8253.0,30.341648976271724,14.914878447016859,1.0,11653.0,614.2778929954636,54320.0
1,2018-01-01,SC,2018,Myrtle Beach,182.79376312543752,660.510497225448,93.577,481.751,18417.19,4.6,6886.0,30.008173012804274,13.218798715519014,0.0,11871.0,607.1051231860442,49311.0
